,has_online_delivery,currency,name,cuisines,location.address,location.city,user_rating.rating_text
1,1,Rs.,Hauz Khas Social,"Continental, American, Asian, North Indian","9-A & 12, Hauz Khas Village, New Delhi",New Delhi,Very Good
2,0,Rs.,Qubitos - The Terrace Cafe,"Thai, European, Mexican, North Indian, Chinese, Cafe","C-7, Vishal Enclave, Opposite Metro Pillar 417, Rajouri Garden, New Delhi",New Delhi,Excellent
3,1,Rs.,The Hudson Cafe,"Cafe, Italian, Continental, Chinese","2524, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",New Delhi,Very Good
4,0,Rs.,Summer House Cafe,"Italian, Continental","1st Floor, DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi",New Delhi,Very Good
5,0,Rs.,38 Barracks,"North Indian, Italian, Asian, American","M-38, Outer Circle, Connaught Place, New Delhi",New Delhi,Very Good
6,1,Rs.,Spezia Bistro,"Cafe, Continental, Chinese, Italian","2525, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",New Delhi,Excellent
7,0,Rs.,Manhattan Brewery & Bar Exchange,"Finger Food, American, Continental, North Indian, Italian","1st Floor, Global Foyer Mall, Sector 43, Golf Course Road, Gurgaon",Gurgaon,Excellent
8,0,Rs.,The Wine Company,"Italian, European","Cyber Hub, DLF Cyber City, Gurgaon",Gurgaon,Poor
9,0,Rs.,Farzi Cafe,Modern Indian,"38/39, Level 1, Block E , Inner Circle, Connaught Place, New Delhi",New Delhi,Very Good
10,1,Rs.,Indian Grill Room,"North Indian, Mughlai","315, 3rd Floor, Suncity Business Tower, Golf Course Road, Gurgaon",Gurgaon,Excellent
11,0,Rs.,Cafeteria & Co.,"Continental, Mexican","G 14, Hudson Lane, Vijay Nagar, New Delhi",New Delhi,Excellent
12,0,Rs.,Farzi Cafe,Modern Indian,"7-8, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Gurgaon,Very Good
13,0,Rs.,Molecule Air Bar,"Continental, North Indian, Italian, Chinese","4th Floor, SCO 53, Main Market, Sector 29, Gurgaon",Gurgaon,Very Good
14,1,Rs.,HotMess,"North Indian, Mediterranean, Asian, Fast Food","M-11, Middle Circle, Connaught Place, New Delhi",New Delhi,Very Good
15,0,Rs.,My Bar Headquarters,"North Indian, Mughlai, Chinese","N-49, 2nd Floor, Connaught Place, New Delhi",New Delhi,Good
16,0,Rs.,FLYP@MTV,"North Indian, Mexican, Italian, Continental","N/57 & N/60, 1st Floor, Outer Circle, Connaught Place, New Delhi",New Delhi,Good
17,0,Rs.,Tamasha,"Finger Food, North Indian, Continental, Italian","28, Kasturba Gandhi Marg, Connaught Place, New Delhi",New Delhi,Good
18,0,Rs.,The Barbeque Company,"North Indian, Chinese, Continental","HL 1-2, L Block, Jail Road, New Delhi",New Delhi,Very Good
19,1,Rs.,Saravana Bhavan,South Indian,"P-13, Connaught Circus, Connaught Place, New Delhi",New Delhi,Very Good
20,0,Rs.,Odeon Social,"Continental, American, Asian, North Indian","1st Floor, 23, Odeon Building, Radial 5, D Block, Connaught Place, New Delhi",New Delhi,Very Good
21,0,Rs.,Spice Kraft,"Continental, Middle Eastern, Asian","54/1/2A, Hazra Road, Ballygunge Phari, Near Hazra Law College, Ballygunge, Kolkata",Kolkata,Excellent
22,1,Rs.,Hoppipola,"Italian, Mexican, American, Mediterranean","4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata",Kolkata,Very Good
23,0,Rs.,Barbeque Nation,"North Indian, Chinese","24, 1st Floor, Park Center Building, Park Street Area, Kolkata",Kolkata,Excellent
24,1,Rs.,Peter Cat,"Continental, North Indian","18A, Park Street, Park Street Area, Kolkata",Kolkata,Very Good
25,0,Rs.,Barbeque Nation,"North Indian, Chinese","K1, RDB Boulevard, Block EP & GP, Sector 5, Salt Lake",Kolkata,Excellent
26,0,Rs.,What's Up,"Cafe, Chinese, Continental","122A, Southern Avenue, Kolkata",Kolkata,Very Good
27,1,Rs.,6 Ballygunge Place,Bengali,"6, Ballygunge Place, Ballygunge, Kolkata",Kolkata,Very Good
28,1,Rs.,TGI Friday's,"Tex-Mex, American","Forum Mall, 10/3, Elgin Road, Elgin, Kolkata",Kolkata,Very Good
29,0,Rs.,The Irish House,"European, American","5th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata",Kolkata,Very Good
30,1,Rs.,Asia Kitchen by Mainland China,"Asian, Chinese","4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata",Kolkata,Excellent
31,1,Rs.,India Restaurant,"Biryani, North Indian, Chinese, Mughlai","Ground Floor, 1st Floor, 2nd Floor, 34, Karl Marx Sarani, Kidderpore, Kolkata",Kolkata,Excellent
32,0,Rs.,Nawwarah,"Chinese, Cafe, North Indian, Desserts","48A, Syed Amir Ali Avenue, Ballygunge, Kolkata",Kolkata,Good
33,0,Rs.,Santa's Fantasea,"Seafood, Chinese","9, Ballygunge Terrace, Near Anjali Jewellers, Golpark, Kolkata",Kolkata,Very Good
34,0,Rs.,Mumbai Local,"North Indian, Chinese, Street Food","19, Ballygunge Park Road, Near Quest Mall, Ballygunge, Kolkata",Kolkata,Very Good
35,0,Rs.,Sigree Global Grill,North Indian,"1st Floor, Silver Spring Arcade, EM Bypass, Science City Area, Kolkata",Kolkata,Very Good
36,1,Rs.,BarBQ,"Chinese, North Indian","43-47-55, Park Street Area, Kolkata",Kolkata,Very Good
37,1,Rs.,Mocambo,"Continental, Italian, North Indian","25B Park Street, Park Street Area, Kolkata",Kolkata,Good
38,0,Rs.,Gabbar's Bar & Kitchen,"North Indian, Chinese, Mexican, Italian","11/1, Ho Chi Minh Sarani, Camac Street Area, Kolkata",Kolkata,Very Good
39,0,Rs.,Ocean Grill,"Continental, Seafood, North Indian, Asian","1st Floor, Infinity Benchmark, Near RDB Cinemas, Block GP, Sector 5, Salt Lake",Kolkata,Good
40,0,Rs.,Flame & Grill,"North Indian, Continental","4th Floor, Mani Square Mall, 164/1, E.M. Bypass, Kankurgachi, Kolkata",Kolkata,Good
41,0,Rs.,Farzi Cafe,Modern Indian,"Kamala Mills, Near Radio Mirchi Office, Lower Parel, Mumbai",Mumbai,Very Good
42,1,Rs.,The Fusion Kitchen,"North Indian, Italian, Chinese, Mexican","Shop 1, Opposite Veda Building, Near Bhavdevi Garage, Holy Cross Road, IC colony, Borivali West, Mumbai",Mumbai,Excellent
43,1,Rs.,Tea Villa Cafe,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea","31, Opposite Globus, Hill Road, Bandra West",Mumbai,Very Good
44,0,Rs.,Mumbai Vibe,"Cafe, Continental, North Indian, Italian, Chinese, Bakery, Desserts, Finger Food","Ganga Jamuna Block, 14th Road, Linking Road, Bandra West",Mumbai,Good
45,0,Rs.,38 Degree East,"North Indian, Chinese, Thai","Panchkutir, Pawarwardi, Adhishankracharya Marg, Opposite Powai Lake, JVLR,Powai, Mumbai",Mumbai,Good
46,0,Rs.,Mirchi And Mime,"North Indian, South Indian, Mughlai","Transocean House, Lake Boulevard, Hiranandani Business Park, Powai, Mumbai",Mumbai,Excellent
47,0,Rs.,R' ADDA,"Street Food, Burger, Desserts, Italian, Pizza, North Indian, European, Finger Food","Ramee Guestline Hotel, 462, A B Nair Road, Juhu, Mumbai",Mumbai,Very Good
48,0,Rs.,The American Joint,"Healthy Food, American, Burger, Salad","The Ahcl Homes Tower, Chikuwadi New Link Road, Borivali West, Mumbai",Mumbai,Average
49,0,Rs.,Grandmama's Cafe,"Continental, Italian","Hotel Royal Garden, Ground Floor, Juhu Tara Road, Juhu, Mumbai",Mumbai,Good
50,1,Rs.,SpiceKlub,North Indian,"8A, Janta Industrial Estate, Opposite Phoenix Mills, Senapati Bapat Road, Lower Parel, Mumbai",Mumbai,Very Good
51,0,Rs.,Stacks And Racks,"American, Burger, Fast Food","Shop 1, Ganga Nivas, Opposite Toyota Showroom, Link Road, Malad West, Mumbai",Mumbai,Excellent
52,1,Rs.,Tea Villa Cafe,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea","28, Aaram Nagar 1, Opposite Dariya Mahal, Versova, Andheri West",Mumbai,Very Good
53,0,Rs.,Cafe Hydro,Asian,"Esspee Tower, Rajendra Nagar, Dattapada Road, Borivali East, Mumbai",Mumbai,Very Good
54,0,Rs.,Tea Villa Cafe,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea","Shop 1& 2, Y-Building, Flower Valley, Opposite Viviana Mall,Eastern Express Highway, Majiwada, Thane West",Mumbai,Good
55,1,Rs.,Joey's Pizza,Pizza,"Shop 1, Plot D, Samruddhi Complex, Chincholi Bunder Road, Mindspace, Malad West, Mumbai",Mumbai,Excellent
56,0,Rs.,Joey's Pizza,Pizza,"6 & 7, Upvan Building, Near Indian Oil Colony, DN Nagar, Azad Nagar, Mumbai",Mumbai,Very Good
57,1,Rs.,The Rolling Pin,"Bakery, Desserts, Cafe","12, Janta Industrial Estate, Senapat Bapat Road, Lower Parel, Mumbai",Mumbai,Good
58,1,Rs.,Tea Villa Cafe,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea","Pardhy House, Opposite Jain Temple, Junction of MG Road and Hanuman Road, Vile Parle East, Mumbai",Mumbai,Good
59,0,Rs.,145 Kala Ghoda,"Fast Food, Beverages, Desserts","145, Kala Ghoda, Fort, Mumbai",Mumbai,Very Good
60,0,Rs.,The English Department Bar & Diner,"Italian, Continental, Mexican, Japanese, American, British","Malad link Road, Near Inorbit Mall Junction, Malad West, Mumbai",Mumbai,Good
61,0,Rs.,Flechazo,"Asian, Mediterranean, North Indian","9/1, 1st Floor, Above Surya Nissan, VRR Orchid, Doddanakkundi, Marathahalli, Bangalore",Bangalore,Very Good
62,0,Rs.,Toit,"Italian, American, Pizza","298, Namma Metro Pillar 62, 100 Feet Road, Indiranagar, Bangalore",Bangalore,Excellent
63,1,Rs.,Truffles,"American, Burger, Cafe","28, 4th 'B' Cross, Koramangala 5th Block, Bangalore",Bangalore,Excellent
64,0,Rs.,ECHOES Koramangala,"Continental, American, Italian, North Indian, Chinese, Cafe","44, 4th B Cross, Koramangala 5th Block, Bangalore",Bangalore,Excellent
65,1,Rs.,Big Brewsky,"Finger Food, North Indian, Italian, Continental, Thai, South Indian","Behind MK Retail, Before WIPRO Corporate Office, Sarjapur Road, Bangalore",Bangalore,Excellent
66,0,Rs.,Farzi Cafe,Modern Indian,"202, Level 2, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",Bangalore,Very Good
67,0,Rs.,Koramangala Social,"Continental, American","118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Bangalore,Excellent
68,0,Rs.,Onesta,"Pizza, Cafe, Italian","215, 216 & 220, Devasandra Village, Kasaba Hobli, New BEL Road, Bangalore",Bangalore,Excellent
69,0,Rs.,Three Dots & A Dash,"European, Continental","840/1,100 Feet Road, Metro Pillar 56-57, Indiranagar, Bangalore",Bangalore,Good
70,0,Rs.,Glen's Bakehouse,"Bakery, Desserts, Cafe","297, 100 Feet Road, Indiranagar, Bangalore",Bangalore,Very Good
71,1,Rs.,Onesta,"Pizza, Cafe, Italian","501, Binnamangala Extension, 1st stage, C.M.H Road, Indiranagar, Bangalore",Bangalore,Very Good
72,0,Rs.,AB's - Absolute Barbecues,"European, Mediterranean, North Indian","90/4, 3rd Floor, Outer Ring Road, Munnekollaly Village, Marathahalli, Bangalore",Bangalore,Excellent
73,1,Rs.,Eat Street,"North Indian, Chinese, Italian, Street Food, Desserts","11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Bangalore,Very Good
74,0,Rs.,Hoot,"Continental, Italian, North Indian","BBMP 2034/69, Block 2, Kaikondrahalli, Varthur Hobli, Sarjapur Road, Bangalore",Bangalore,Good
75,0,Rs.,Communiti,Continental,"67 & 68, Brigade Solitaire, Opposite to Advaith Hyundai, Residency Road, Bangalore",Bangalore,Very Good
76,0,Rs.,Onesta,"Pizza, Cafe, Italian","Site 15, 15th Cross, 100 Feet Road, 4th Phase, JP Nagar, Bangalore",Bangalore,Excellent
77,1,Rs.,The Fatty Bao - Asian Gastro Bar,Asian,"610, 3rd Floor, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",Bangalore,Excellent
78,1,Rs.,Sultans of Spice,"North Indian, Mughlai","BluPetal Hotel, 60 Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Bangalore,Very Good
79,1,Rs.,Bombay Brasserie,Modern Indian,"2989/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Bangalore,Very Good
80,0,Rs.,The Black Pearl,"North Indian, European, Mediterranean","105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Bangalore,Very Good
81,0,Rs.,Farzi Cafe,Modern Indian,"Level 1 & 2, Fortaleza Complex, East Avenue, Kalyani Nagar, Pune",Pune,Very Good
82,0,Rs.,Le Plaisir,"European, Desserts","759/125, Rajkamal, Opposite Kelkar Eye Hospital, Prabhat Road, Deccan Gymkhana, Pune",Pune,Excellent
83,1,Rs.,Tales & Spirits,"Italian, Continental, Cafe","Plot 64, Shivaji Housing Society, Senapati Bapat Road, Pune",Pune,Very Good
84,0,Rs.,The Urban Foundry,"North Indian, Asian","1, Balewadi High Street, Cummins India Office Campus, Baner-Balewadi Link Road, Pune",Pune,Excellent
85,0,Rs.,Barbeque Ville,North Indian,"257, Green Valley, Near Mankar Chowk, Kaspate Vasti, Wakad, Pune",Pune,Very Good
86,0,Rs.,The Little Next Door,"Finger Food, Italian, Spanish, Greek","D-10, Central Avenue, Kalyani Nagar, Pune",Pune,Very Good
87,0,Rs.,Apache,Finger Food,"Shop 3, Turning Point, Behind Phoenix Mall, Viman Nagar, Pune",Pune,Very Good
88,0,Rs.,Kargo,"Charcoal Grill, Italian, North Indian, European, Indonesian, Thai","Shop 1&2, Marvel Alaina, Lane  8, Near Godrej Nature's Basket, Koregaon Park, Pune",Pune,Very Good
89,0,Rs.,Mineority By Saby,"North Indian, North Eastern, Continental","Level 1/2, Fortaleza Complex, Kalyani Nagar, Pune",Pune,Very Good
90,0,Rs.,Agent Jack's Bar,"Continental, North Indian, Italian","Terrace, B Wing, ICC Trade Tower, Senapati Bapat Road, Pune",Pune,Very Good
91,0,Rs.,Teddy Boy,"North Indian, Continental, Finger Food","9th Floor, Deron Heights, Above Ranka Jewellers, Baner, Pune",Pune,Good
92,1,Rs.,Sautéed Stories,"Cafe, Italian, Continental","Plot 5, Between Lane 5/6, North Main Road, Opposite Wellness Forever, Koregaon Park, Pune",Pune,Very Good
93,0,Rs.,Barbeque Nation,"North Indian, Mughlai","3rd Floor, R Deccan Mall, Near Deccan Gymkhana, JM Road, Pune",Pune,Excellent
94,1,Rs.,Effingut Brewerkz,"Continental, North Indian, Mughlai, Burmese","End of Lane Number 6, Koregaon Park, Pune",Pune,Very Good
95,0,Rs.,The Sassy Spoon,"European, Asian, Mediterranean, Modern Indian, Desserts, Finger Food","Lane 7, Sanskriti Lifestyle Complex, Koregaon Park, Pune",Pune,Very Good
96,1,Rs.,18 Degrees Resto Lounge,"North Indian, Mediterranean, Chinese","8th & 9th Floor, Spot 18 Mall, Pimple Saudagar, Pune",Pune,Good
97,1,Rs.,Chili's,"Mexican, American, Tex-Mex","UG 49, Phoenix Market City, Nagar Road, Viman Nagar, Pune",Pune,Excellent
98,1,Rs.,Effingut Brewerkz,"Continental, North Indian, Mughlai, Burmese","4, Deron Heights, Next to Ranka Jewellers, Baner, Pune",Pune,Very Good
99,0,Rs.,German Bakery Wunderbar,"Italian, German, Continental","153/A, Varun Complex, Near Demech House, Law College Road, Pune",Pune,Very Good
100,1,Rs.,Blue Water,"North Indian, Chinese, Continental","Punawale, Near Basket Bridge,Off Aundh-Ravet BRT, Ravet, Pune",Pune,Very Good
101,0,Rs.,AB's - Absolute Barbecues,"European, Mediterranean, North Indian","No. 8-2-618/10-11,2nd Floor, Krishe Amethyst, Road No.1, Banjara Hills, Hyderabad",Hyderabad,Excellent
102,1,Rs.,Chili's,"Mexican, American, Tex-Mex, Burger","Flat 48, Ground Floor, Opposite Vengal Rao Park, Road 1, Banjara Hills, Hyderabad",Hyderabad,Excellent
103,0,Rs.,Prost Brew Pub,"Italian, Continental, Chinese","882/A Road No 45, Jubilee Hills, Hyderabad",Hyderabad,Very Good
104,1,Rs.,Chili's,"Mexican, American, Tex-Mex, Burger","F 48, 1st Floor, Inorbit Mall, Hitech City, Hyderabad",Hyderabad,Excellent
105,0,Rs.,United Kitchens of India,"North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese","Road 45, Jubilee Hills, Hyderabad",Hyderabad,Very Good
106,0,Rs.,Mocha Bar,"North Indian, Continental, Italian","161, Road 13, Jubilee Hills, Hyderabad",Hyderabad,Very Good
107,0,Rs.,Dock Forty Five,"Continental, Asian","1067, Road 45, Jubilee Hills, Hyderabad",Hyderabad,Very Good
108,0,Rs.,AB's - Absolute Barbecues,"European, Mediterranean, North Indian","Plot 483, 4th Floor, Pemmasani Complex, Bajaj Electronics Building, Near Madhapur Police Station, Road 36, Jubilee Hills, Hyderabad",Hyderabad,Excellent
109,0,Rs.,The Fisherman's Wharf,"Seafood, Continental, Goan, Asian, Andhra","304, Puppalaguda, Financial District,ISB - Outer Ring Road, Gachibowli, Hyderabad",Hyderabad,Good
110,1,Rs.,The Grand Trunk Road,"North Indian, Chinese","16, Image Garden Road, Madhapur, Hyderabad",Hyderabad,Good
111,0,Rs.,Sahib’s Barbeque by Ohri’s,"Hyderabadi, Awadhi","First Floor, Shilparamam Complex, Opposite Cyber Tower, Hitech City, Hyderabad",Hyderabad,Very Good
112,1,Rs.,Exotica,"Mughlai, North Indian, Chinese","Opposite Audi Showroom, 5th Floor, 12th Square Building, Road 12, Banjara Hills, Hyderabad",Hyderabad,Very Good
113,1,Rs.,Saffron Mantra,"North Indian, Chinese","The Purple Leaf Hotel, Karkhana, Secunderabad",Secunderabad,Very Good
114,0,Rs.,Conçu,"Bakery, Desserts","479/B, Road 21, Jubilee Hills, Hyderabad",Hyderabad,Excellent
115,0,Rs.,Jonathan's Kitchen - Holiday Inn Express & Suites,"North Indian, Japanese, Italian","Holiday Inn Express & Suites, Gachibowli, Hyderabad",Hyderabad,Very Good
116,1,Rs.,Olive Bistro,"Mediterranean, Italian, European","Road 46, Inside Durgam Cheruvu, Jubilee Hills, Hyderabad",Hyderabad,Very Good
117,1,Rs.,Pine & Dine,"North Indian, South Indian, Chinese","Plot 73, Jubilee Enclave, Hitech City, Hyderabad",Hyderabad,Very Good
118,1,Rs.,Heart Cup Coffee,"Cafe, Continental, North Indian, Chinese","B 7 & 8, Jubilee Garden, Behind TCS Building, E Park, Kondapur, Hyderabad",Hyderabad,Very Good
119,0,Rs.,Coffee Cup,"Cafe, Continental","E 89, Above Canara Bank, Sainikpuri, Secunderabad",Secunderabad,Excellent
120,0,Rs.,Churrolto,"Desserts, Cafe, Mexican","Ground Floor, Shop 3, Opposite IndusInd Bank, Madhapur Main Road, Madhapur, Hyderabad",Hyderabad,Excellent
121,0,Rs.,Coal Barbecues,"North Indian, Mediterranean, Asian, Arabian","17-18, Rajalakshmi Nagar, 7th Cross Street, 100 Feet Bypass Road, Velachery, Chennai",Chennai,Excellent
122,0,Rs.,Maplai,"South Indian, Chettinad","14, Sterling Avenue, Nungambakkam, Chennai",Chennai,Very Good
123,1,Rs.,Haunted,"North Indian, Chinese, Arabian","273, F13, New Number 71, 2nd Main Road, Anna Nagar East, Chennai",Chennai,Good
124,1,Rs.,Chili's,"Mexican, American, Tex-Mex, Burger","49 & 50 L, Express Avenue Mall, White's Road, Royapettah, Chennai",Chennai,Excellent
125,1,Rs.,Basil With A Twist,"Continental, Cafe, Spanish, Italian, European, Greek, Mediterranean","58-A, Habibullah Road, T. Nagar, Chennai",Chennai,Excellent
126,0,Rs.,Pind,"North Indian, Chinese","2, Sarathy Nagar, 1st Main Road, Velachery, Chennai",Chennai,Very Good
127,1,Rs.,That Madras Place,"European, Italian, Desserts","34/29, 2nd Main Road, Kasturibai Nagar, Adyar, Chennai",Chennai,Very Good
128,1,Rs.,Palmshore,"North Indian, Mughlai, Chinese, South Indian","95, Jawaharlal Nehru Salai, Jafferkhanpet, Ashok Nagar, Chennai",Chennai,Very Good
129,0,Rs.,AB's - Absolute Barbecues,"North Indian, European, Mediterranean","Velachery Tharamani Link Road, Opposite TCS, Velachery, Chennai",Chennai,Excellent
130,1,Rs.,Bombay Brasserie,North Indian,"3, College Lane, Nungambakkam, Chennai",Chennai,Excellent
131,0,Rs.,Fusilli Reasons,Italian,"1/9, Dr. Vasudevan Street, Ormes Road, Kilpauk, Chennai",Chennai,Excellent
132,0,Rs.,Barbeque Nation,"North Indian, Continental","Shri Devi Park Hotel, 1, Hanumantha Road, North Usman Road, T. Nagar, Chennai",Chennai,Very Good
133,1,Rs.,Palmshore,"North Indian, Mughlai, Chinese, South Indian","111/108, Santhome High Road, Foreshore Estate, Santhome, Chennai",Chennai,Very Good
134,1,Rs.,Paradise,"Biryani, North Indian","392, Anjali Devi Towers Kandanchavadi, OMR, Perungudi, Chennai",Chennai,Good
135,1,Rs.,Palmshore,"North Indian, Mughlai, Chinese, South Indian","Plot 8, Park Dugar, Mount Poonamallee High Road, Ramapuram, Chennai",Chennai,Very Good
136,1,Rs.,Writer's Cafe,"Cafe, European","98, Peter's Road, Behind Philip's Service Centre, Gopalapuram, Chennai",Chennai,Very Good
137,1,Rs.,Kaidi Kitchen,"Italian, Mexican, Chinese, Thai, North Indian","20/3, Bishop Wallers Avenue, Mylapore, Chennai",Chennai,Very Good
138,0,Rs.,Ciclo Cafe,"Cafe, Continental","47, Gandhi Mandapam Road, Kotturpuram, Chennai",Chennai,Very Good
139,1,Rs.,Pantry d'or,"Continental, Cafe, Italian, Desserts","21/11, J Block, 6th Avenue Main Road, Anna Nagar East, Chennai",Chennai,Very Good
140,1,Rs.,L'amandier,"European, Cafe, Italian","57, 2nd Main Road, RA Puram, Chennai",Chennai,Very Good
141,0,Rs.,Vintage Machine,"Italian, American, Lebanese","3/11 Patrakar Puram, Gomti Nagar, Lucknow",Lucknow,Very Good
142,0,Rs.,Barbeque Nation,North Indian,"3rd Floor, Riverside Mall, Vipin Khand, Gomti Nagar, Lucknow",Lucknow,Excellent
143,0,Rs.,Spice Caves,"North Indian, Chinese, Mughlai","Above Samsung TV Showroom, Patrakar Puram, Gomti Nagar, Lucknow",Lucknow,Very Good
144,0,Rs.,Royal Sky,"North Indian, Mughlai, Chinese, Continental","31/37, 1st Floor, Opposite Halwasiya Market, Maqbara Road, Lalbagh, Lucknow",Lucknow,Very Good
145,0,Rs.,The Cherry Tree Cafe,"Cafe, Bakery","11, Habibullah Estate, Hazratganj, Lucknow",Lucknow,Very Good
146,0,Rs.,Grandson of Tunday Kababi,"Mughlai, Lucknowi","Naaz Cinema Road, Aminabad, Lucknow",Lucknow,Excellent
147,0,Rs.,Bar Bar,"Cafe, Chinese, Thai, North Indian, Continental","4, Sapru Marg, Hazratganj, Lucknow",Lucknow,Very Good
148,0,Rs.,Underdoggs Sports Bar & Grill,"Mediterranean, Italian, American","4th Floor, City Mall, Vipul Khand 4, Gomti Nagar, Lucknow",Lucknow,Very Good
149,0,Rs.,Dastarkhwan,Mughlai,"U. P. Press Club, China Bazaar Gate Road, Hazratganj, Lucknow",Lucknow,Very Good
150,0,Rs.,L 14 - Renaissance Lucknow Hotel,"North Indian, Continental, South Indian, Chinese, Thai, Asian","14th Floor, Renaissance Lucknow Hotel, Vipin Khand, Gomti Nagar, Lucknow",Lucknow,Very Good
151,0,Rs.,The Chocolate Heaven,"Cafe, Italian, Desserts","3/553, Vivek Khand, Opposite Aryans, Gomti Nagar, Lucknow, Uttar Pradesh",Lucknow,Very Good
152,0,Rs.,Colours by Royal Cafe - Royal Inn,"North Indian, Mughlai, Chinese","3rd Floor, 9/7 Royal Inn, Opposite Saharaganj Mall, Hazratganj, Lucknow",Lucknow,Very Good
153,0,Rs.,Cappuccino Blast,"Cafe, Fast Food","12, Mall Avenue, Near, Sadar Bazaar, Lucknow",Lucknow,Very Good
154,0,Rs.,Percussion,"Continental, North Indian, Asian","2/139, Vijay Khand, Next to Gomti Nagar Police Station, Gomti Nagar, Lucknow",Lucknow,Good
155,0,Rs.,Free Spirit,"Cafe, Italian","Indira Gandhi Pratishthan-Kathauta Chauraha road, Near Shaheed Path Flyover, Vishesh Khand 2, Gomti Nagar, Lucknow",Lucknow,Very Good
156,0,Rs.,Frozen Factory,"Desserts, Ice Cream","1/99, Near Tata Motors, Viram Khand, Patrkarpuram, Gomti Nagar, Lucknow",Lucknow,Excellent
157,0,Rs.,Homeys Cafe,"Cafe, Fast Food","2/163, Vivek khand-2, Gomti Nagar Station Road, Gomti Nagar, Lucknow",Lucknow,Good
158,0,Rs.,The Pebbles Bistro,European,"1/208 A, Vineet Khand, Opposite Jaipuria School, Gomti Nagar, Lucknow",Lucknow,Very Good
159,0,Rs.,The Urban Terrace,"North Indian, Continental","Hotel Lineage, C 73, Viraj Khand, Opposite Sahara Hospital, Gomti Nagar, Lucknow",Lucknow,Good
160,0,Rs.,Chemistry Café,"Cafe, Continental, Chinese","5/599, Vikas Khand, Near Dayal Paradise, Gomti Nagar, Lucknow",Lucknow,Good
161,1,Rs.,Cafe 17,"Cafe, Continental, Italian","Ground Floor, Unisquare Building, Opposite Sreedhareeyam Eye Hospital, Kathrikadavu, Kaloor, Kochi",Kochi,Very Good
162,0,Rs.,Paragon,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese","F 82-83, Level 1, LuLu Mall, NH-17, Entrance Road, Edapally Junction, Edappally, Kochi",Kochi,Very Good
163,0,Rs.,Tonico Cafe,Cafe,"Opposite CSEZ, Seaport Airport Road, Kakkanad, Kochi",Kochi,Very Good
164,0,Rs.,Kashi Art Cafe,"European, Cafe","Burgher Street, Fort Kochi, Kochi",Kochi,Very Good
165,0,Rs.,Cocoa Tree,"Italian, Seafood, Mediterranean, Desserts, Cafe","1st Floor, Above ICICI Bank, Next to Avenue Centre, Panampilly Nagar, Kochi",Kochi,Very Good
166,1,Rs.,Slice of Spice,"Fast Food, Biryani","Market Road, Opposite Saritha Savitha Theatre, Kacheripady, Kochi",Kochi,Very Good
167,0,Rs.,Grand Hotel Restaurant,"North Indian, Kerala, Chinese, Continental","Grand Hotel, MG Road, Kochi",Kochi,Very Good
168,1,Rs.,Bloomsbury's Boutique Cafe and Artisan Bakery,"Cafe, Bakery, Desserts","S 74, Level 2, LuLu Mall, NH-17, Entrance Road, Edapally Junction, Edappally, Kochi",Kochi,Very Good
169,1,Rs.,Mustake Multicuisine Restaurant,"Chinese, Thai, North Indian, South Indian","Near SEZ, Noel Focuz, Seaport-Airport Road, Kakkanad, Kochi",Kochi,Good
170,0,Rs.,French Toast,"Continental, Cafe, Desserts, Bakery","8th Cross Street B, Ambikapuram Road, Panampilly Nagar, Panampilly Nagar, Kochi",Kochi,Very Good
171,0,Rs.,ChaiCofi,"Cafe, Continental, Italian","Arammal Tower, Near Express Garden, KK Road, Kaloor, Kochi",Kochi,Very Good
172,0,Rs.,Nawras Seafood Restaurant,Seafood,"Near Pullepadi Bus stop, Chittoor Road, Kochi",Kochi,Excellent
173,0,Rs.,Aangan - Downtown Multicuisine Restaurant,"Chinese, Seafood, North Indian, Biryani","32/1180C, Civil Lane Road, Palarivattom, Kochi",Kochi,Very Good
174,0,Rs.,Palaaram,"Kerala, Fast Food","Vallathol Junction, Thrikkakara, Kakkanad, Kochi",Kochi,Good
175,0,Rs.,Chiyang,"Chinese, Continental","Mariyambika Building, Madhava Pharmacy Junction, Kacheripady, Kochi",Kochi,Good
